Roadway.Name,From,To,id,ZIP CODE
ATLANTIC AVENUE,HEMLOCK STREET,AUTUMN AVENUE,472,
ATLANTIC AVENUE SR,WILLIAMS AVENUE,HILLSDALE STREET,473,
AUDUBON AVE,WEST 166 ST,WEST 167 ST,474,
AUDUBON AVE,WEST 167 ST,WEST 166 ST,475,
AUDUBON AVE,WEST 172 ST,WEST 173 ST,476,
AUDUBON AVE,WEST 173 ST,WEST 172 ST,477,
AUDUBON AVE,WEST  166 ST,WEST 167 ST,478,
AUDUBON AVENUE,WEST 166 STREET,WEST 167 STREET,479,
AUDUBON AVENUE,WEST 172 STREET,WEST 173 STREET,480,
AVE H,E 14 ST,E 15 ST,481,
AVE H,TROY AVE,E 45 ST,482,
AVE M,E 15TH ST,ELM AVE,483,
AVE N,E 15TH ST,E 16TH ST,484,
AVE P,W 10TH ST,W 11TH ST,485,
AVE P,CONEY ISLAND AVE,E 12TH ST,486,
AVE U,W 10TH ST,W 11TH ST,487,
AVE U,E 16TH ST,E 17TH ST,488,
AVE Z,E 15TH ST,E 16TH ST,489,
AVENUE B,EAST 11 STREET,EAST 12 STREET,490,
AVENUE B,EAST 11TH STREET,EAST 12TH STREET,491,
AVENUE C,EAST 11 STREET,EAST 12 STREET,492,
AVENUE D,BROOKLYN AVENUE,EAST 37 STREET,493,
AVENUE D,BROOKLYN AVENUE,EAST 37TH STREET,494,
AVENUE H,TROY AVENUE,45 STREET,495,
AVENUE H,TROY AVENUE,EAST 45 STREET,496,
AVENUE H,EAST 15 STREET,EAST 14 STREET,497,
AVENUE J,EAST 12 STREET,EAST 13 STREET,498,
AVENUE J,EAST 46 STREET,SCHENECTADY AVENUE,499,
AVENUE J,12 STREET,13 STREET,500,
AVENUE J,SCHENECTADY AVENUE,EAST 48 STREET,501,
AVENUE J,SCHENECTADY AVENUE,EAST 48TH STREET,502,
AVENUE L,EAST 89 STREET,REMSEN AVENUE,503,
AVENUE M,EAST 45 STREET,EAST 46 STREET,504,
AVENUE M,ELM AVENUE,EAST 16 STREET,505,
AVENUE M,EAST 15 STREET,EAST 16 STREET,506,
AVENUE M,BRIGHTON LINE,EAST 16 STREET,507,
AVENUE M,EAST 15TH STREET,BUCKINGHAM ROAD,508,
AVENUE M,EAST 45TH STREET,EAST 46TH STREET,509,
AVENUE N,BOB STONEHILL WAY,EAST 48 STREET,510,
AVENUE N,SCHENECTADY AVENUE,EAST 48 STREET,511,
AVENUE N,15 STREET,EAST 16 STREET,512,
AVENUE N,EAST 15 STREET,EAST 16 STREET,513,
AVENUE N,EAST 15 STREET,BRIGHTON LINE,514,
AVENUE N,BRINGTON LINE,EAST 16TH STREET,515,
AVENUE OF AMERICAS,WEST 11 STREET,WEST 12 STREET,516,
AVENUE OF THE AMERICAS,VANDAM STREET,SPRING STREET,517,
AVENUE OF THE AMERICAS,WEST 26 STREET,WEST 27 STREET,518,
AVENUE OF THE AMERICAS,WEST 45 STREET,WEST 46 STREET,519,
AVENUE OF THE AMERICAS,8 AVENUE LINE,8 AVENUE LINE,520,
AVENUE OF THE AMERICAS,6 AVENUE LINE,6 AVENUE LINE,521,
AVENUE OF THE AMERICAS,CHARLTON STREET,VANDAM STREET,522,
AVENUE P,WEST 11 STREET,WEST 10 STREET,523,
AVENUE P,CONEY ISLAND AVENUE,EAST 12 STREET,524,
AVENUE P,WEST 10 STREET,WEST 9 STREET,525,
AVENUE P,EAST 12 STREET,EAST 13 STREET,526,
AVENUE P,CONEY ISLAND AVENUE,EAST 12TH STREET,527,
AVENUE P,WEST 10TH STREET,WEST 9TH STREET,528,
AVENUE U,EAST 56 STREET,PEARSON STREET,529,
AVENUE U,EAST 66 STREET,EAST 67 STREET,530,
AVENUE U,EAST 71 STREET,EAST 72 STREET,531,
AVENUE U,WEST 11 STREET,WEST 10 STREET,532,
AVENUE U,EAST 16 STREET,EAST 17 STREET,533,
AVENUE U,EAST 71 STREET,VETERANS AVENUE,534,
AVENUE U,EAST 14 STREET,EAST 15 STREET,535,
AVENUE U,EAST 56TH STREET,PEARSON STREET,536,
AVENUE U,EAST 71ST STREET,VETERANS AVENUE,537,
AVENUE Z,16 STREET,15 STREET,538,
AVENUE Z,EAST 16 STREET,EAST 17 STREET,539,
BAINBRIDGE AVENUE,EAST 212 STREET,EAST 213 STREET,540,
BAINBRIDGE AVENUE,213 STREET,JEROME AVENUE,541,
BAINBRIDGE AVENUE,EAST 213 STREET,JEROME AVENUE,542,
BAINBRIGE AVENUE,EAST 213 STREET,JEROME AVENUE,543,
BARLOW AVE,POMPEY AVE,DRUMGOOLE RD E,544,
BARLOW AVENUE,POMPEY AVENUE,DRUMGOOLE ROAD EAST,545,
BARTOW AVENUE,WICKHAM AVENUE,BRUNER AVENUE,546,
BARTOW AVENUE,ELY AVENUE,BRUNER AVENUE,547,
BATES ROAD,CONCORD STREET,NASSAU COUNTY LINE,548,
BATH AVE,BAY 22ND ST,BAY 23RD ST,549,
BATH AVENUE,BAY 22TH STREET,BAY 23RD STREET,550,
BAY COURT,SHORE PARKWAY,EAST 16 STREET,551,
BAY PARKWAY,WEST 12 STREET,73 STREET,552,
BAY PKWY,72ND ST,73RD ST,553,
BAY RIDGE AVENUE,11 AVENUE,12 AVENUE,554,
BAY RIDGE AVENUE,19 AVENUE,20 AVENUE,555,
BAY RIDGE AVENUE,18 AVENUE,19 AVENUE,556,
BAY RIDGE AVENUE,11TH AVENUE,12TH AVENUE,557,
BAY RIDGE AVENUE,18TH AVENUE,19TH AVENUE,558,
BAY RIDGE PARKWAY,19 AVENUE,20 AVENUE,559,
BAY RIDGE PARKWAY,20 AVENUE,19 AVENUE,560,
BAY RIDGE PARKWAY,18 AVENUE,19 AVENUE,561,
BAY RIDGE PARKWAY,11 AVENUE,12 AVENUE,562,
BAY RIDGE PARKWAY,19TH AVENUE,20TH AVENUE,563,
BAY RIDGE PKWY,11TH AVE,12TH AVE,564,
BAY ST,CLINTON ST,BALTIC ST,565,
BAY ST,WILLIAM ST,CONGRESS ST,566,
BAY ST,CONGRESS ST,WAVE ST,567,
BAY STREET,CLINTON STREET,BALTIC STREET,568,
BAYCHESTER AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,569,
BAYCHESTER AVENUE,BARTOW AVENUE,HUTCHINSON RIVER PARKWAY,570,
BAYCHESTER AVENUE,TILLOTSON AVENUE,ELEVATED BRIDGE,571,
BAYCHESTER AVENUE,HUTCHINSON RIVER PARKWAY,BARTOW AVENUE,572,
BAYCHESTER AVENUE,TILOTSON AVENUE,DYRE AVENUE LINE,573,
BAYCHESTER AVENUE,BAY PLAZA BOULEVARD,HUTCHINSON RIVER PARKWAY,574,
BEACH CHANNEL DRIVE,BIRDSALL AVENUE,NAMEOKE AVENUE,575,
BEACH ST,UNION PL,VAN DUZER ST,576,
BEACH STREET,UNION PLACE,VAN DUZER STREET,577,
BEDFORD AVE,AVE R,QUENTIN RD,578,
BEDFORD AVE,PROSPECT PL,ST MARK'S AVE,579,
BEDFORD AVE,HANCOCK ST,JEFFERSON AVE,580,
BEDFORD AVE,METROPOLITAN AVE,NORTH 1ST ST,581,
BEDFORD AVE,LORIMER ST,NORTH 12TH ST,582,
BEDFORD AVENUE,LENOX ROAD,CATON AVENUE,583,
BEDFORD AVENUE,AVENUE R,AVENUE S,584,
BEDFORD AVENUE,FARRAGUT ROAD,GLENWOOD ROAD,585,
BEDFORD AVENUE,NORTH 1 STREET,GRAND STREET,586,
BEDFORD AVENUE,LORIMER STREET,NORTH 12 STREET,587,
BEDFORD AVENUE,QUENTIN ROAD,AVENUE R,588,
BEDFORD AVENUE,ST MARKS AVENUE,PROSPECT PLACE,589,
BEDFORD AVENUE,HANCOCK STREET,HALSEY STREET,590,
BEDFORD AVENUE,LORIMER STREET,UNION AVENUE,591,
BEDFORD PARK BOULEVARD,GRAND CONCOURSE,GRAND CONCOURSE,592,
BEDFORD PARK BOULEVARD,GRAND CONCOURSE,VALENTINE AVENUE,593,
BEDFORD PARK BOULEVARD,GRAND CONCOURSE,BRIGGS AVENUE,594,
BEDFORD PARK BOULEVARD  SERVICE ROAD,GRAND CONCOURSE,VALENTINE AVENUE,595,
BEDFORD PARK BOULEVARD MAIN ROAD,GRAND CONCOURSE,VALENTINE AVENUE,596,
BELL BOULEVARD,67 AVENUE,68 AVENUE,597,
BELL BOULEVARD,45 DRIVE,46 AVENUE,598,
BELL BOULEVARD,67 AVENUE,67 AVENUE,599,
BELL BOULEVARD,46 AVENUE,45 DRIVE,600,
BELL BOULEVARD,67TH AVENUE,67TH AVENUE,601,
BELMONT AVENUE,GRANT AVENUE,SOUTH CONDUIT AVENUE,602,
BELT PARKWAY,72 STREET,74 STREET,603,
BELT PARKWAY,SOUTH CONDUIT AVENUE,COHANCY STREET,604,
BELT PARKWAY,20 AVENUE,21 AVENUE,605,
BELT PARKWAY,BODY OF WATER,102 STREET,606,
BELT PARKWAY,BODY OF WATER,ERSKINE STREET,607,
BELT PARKWAY,26 STREET,DOOLEY STREET,608,
BELT PARKWAY,181 STREET,182 STREET,609,
BELT PARKWAY,STILLWELL AVENUE BRIDGE,SHELL ROAD,610,
BELT PARKWAY,FLATBUSH AVENUE,MILL BASIN BRIDGE,611,
BELT PARKWAY,134 STREET,VAN WYCK EXPRESSWAY,612,
BELT PARKWAY,79 STREET,77 STREET,613,
BELT PARKWAY,MILL BASIN,BERGEN AVENUE,614,
BENSON AVE,19TH AVE,BAY 20TH ST,615,
BENSON AVENUE,BAY 20 STREET,19 AVENUE,616,
BENSON AVENUE,19 AVENUE,BAY 22 STREET,617,
BENSON AVENUE,19TH AVENUE,BAY 22ND STREET,618,
BLOOMINGDALE ROAD,RAMONA AVENUE,SONIA COURT,619,
BLOOMINGDALE ROAD,MARISA CIRCLE,WOODROW ROAD,620,
BLOOMINGDALE ROAD,RAMONA AVENUE,HARGOLD AVENUE,621,
BLOOMINGDALE ROAD,CLAY PIT ROAD,WOODROW ROAD,622,
BOOTH MEMORIAL AVE.,COLLEGE POINT BOULEVARD,133 STREET,623,
BOOTH MEMORIAL AVENUE,COLLEGE POINT BOULEVARD,133 STREET,624,
BOOTH MEMORIAL AVENUE,LAWRENCE STREET,133 STREET,625,
BORINQUEN PLACE,HAVEMEYER STREET,MARCY AVENUE,626,
BOSTON ROAD,BRONX PARK EAST,PELHAM PARKWAY,627,
BOSTON ROAD,FISH AVENUE,WILSON AVENUE,628,
BOSTON ROAD,EAST 176 STREET,VYSE AVENUE,629,
BOSTON ROAD,EASTCHESTER BRIDGE,HUGUENOT AVENUE,630,
BOSTON ROAD,176 STREET,CROSS BRONX EXPRESSWAY,631,
BOSTON ROAD,FISH AVENUE,SEYMOUR AVENUE,632,
BOSTON ROAD,HUGUENOT AVENUE,PINKNEY AVENUE,633,
BOSTON ROAD,CONNECTOR,CONNECTOR,634,
BOSTON ROAD,BRONX PARK EAST,PELHAM PARKWAY SOUTH,635,
BOWERY,EAST HOUSTON STREET,PRINCE STREET,636,
BOWERY,PRINCE STREET,STANTON STREET,637,
BQE,59 PLACE,59 STREET,638,
BQE,63 STREET,64 STREET,639,
BQE,NORTHERN BOULEVARD,34 AVENUE,640,
BRADDOCK AVE,221 PLACE,221 STREET,641,
BRADDOCK AVENUE,BILLINGS STREET,90 AVENUE,642,
BRADDOCK AVENUE,221 STREET,221 PLACE,643,
BRADLEY AVENUE,HOLDEN BOULEVARD,QUEEN STREET,644,
BRIELLE AVENUE,SUFFOLK AVENUE,LIVINGSTON AVENUE,645,
BRIELLE AVENUE,LIVINGSTON AVENUE,SUFFOLK AVENUE,646,
BRINKERHOFF AVE,111 AVE,143 STREET,647,
BRINKERHOFF AVENUE,156 STREET,157 STREET,648,
BROADWAY,56 STREET,57 STREET,649,
BROADWAY,BEAVER STREET,MORRIS STREET,650,
BROADWAY,DUANE STREET,THOMAS STREET,651,
BROADWAY,PRINCE STREET,SPRING STREET,652,
BROADWAY,EAST 11 STREET,EAST 12 STREET,653,
BROADWAY,WEST 27 STREET,WEST 28 STREET,654,
BROADWAY,WEST 174 ST,WEST 175 ST,655,
BROADWAY,WEST 175 ST,WEST 174 ST,656,
BROADWAY,ACADEMY STREET,DYCKMAN STREET,657,
BROADWAY,WEST 259 STREET,WEST 260 STREET,658,
BROADWAY,GRANITE STREET,PILLING STREET,659,
BROADWAY,WEST 148 ST,WEST 149 ST,660,
BROADWAY,WEST 60 STREET,WEST 61 STREET,661,
BROADWAY,WEST 98 ST,WEST 99 ST,662,
BROADWAY,WEST 99 ST,WEST 98 ST,663,
BROADWAY,WEST 74 STREET,WEST 75 STREET,664,
BROADWAY,WEST 242 STREET,240 STREET,665,
BROADWAY,WEST 98 STREET,WEST 99 STREET,666,
BROADWAY,WEST 148 STREET,WEST 149 STREET,667,
BROADWAY,WEST 149 STREET,WEST 148 STREET,668,
BROADWAY,120 STREET,116 STREET,669,
BROADWAY,55 STREET,56 STREET,670,
BROADWAY,56 STREET,55 STREET,671,
BROADWAY,LEONARD STREET,GERRY STREET,672,
BROADWAY,WEST 147 STREET,WEST 148 STREET,673,
BROADWAY,PILLING STREET,MARION STREET,674,
BROADWAY,60 STREET,COLUMBUS CIRCLE,675,
BROADWAY,COLUMBUS CIRCLE,58 STREET,676,
BROADWAY,47 STREET,48 STREET,677,
BROADWAY,WEST 174 STREET,WEST 175 STREET,678,
BROADWAY,CATHERINE LANE,WORTH STREET,679,
BROADWAY,DYCKMAN STREET,CUMMING STREET,680,
BROADWAY,SPRING STREET,PRINCE STREET,681,
BROADWAY,BROADWAY LINE,BROADWAY LINE,682,
BROADWAY,WEST 99TH STREET,WEST 100TH STREET,683,
BROADWAY,WEST 120 STREET,WEST 121 STREET,684,
BROADWAY,DEAD END,WEST 219 STREET,685,
BROADWAY,WEST 220 STREET,9 AVENUE,686,
BROADWAY,WEST 220 STREET,DEAD END,687,
BROADWAY,DEAD END,DEAD END,688,
BROADWAY,VAN CORTLANDT PARK SOUTH,DEAD END,689,
BROADWAY,BROADWAY/ 7 AVENUE LINE,BROADWAY/ 7 AVENUE LINE,690,
BROADWAY,BEAVER STREET,LEXINGTON AVENUE LINE,691,
BROADWAY,JAMAICA LINE,JAMAICA LINE,692,
BROADWAY,55TH STREET,56TH STREET,693,
BROADWAY,VAN CORTLANDT PARK SOUTH,WEST 242ND STREET,694,
BROADWAY,WEST 242ND STREET,VAN CORTLANDT PARK SOUTH,695,
BROADWAY,WEST 147TH STREET,WEST 148TH STREET,696,
BROADWAY,CUMMING STREET,DYCKMAN STREET,697,
BROADWAY,LEONARD STREET,WORTH STREET,698,
BROADWAY,WEST 27TH STREET,WEST 28TH STREET,699,
BROADWAY,WEST 48 STREET,WEST 47 STREET,700,
BROADWAY,WEST 260TH STREET,WEST 261ST STREET,701,
BRONX BOULEVARD,EAST 213 STREET,EAST 216 STREET,702,
BRONX BOULEVARD,EAST 219 STREET,EAST 216 STREET,703,
BRONX BOULEVARD,BRONX RIVER GREENWAY,DEAD END,704,
BRONX PARK EAST,MARAN PLACE,LYDIG AVENUE,705,
BRONX PARK EAST,BRADY AVENUE,MARAN PLACE,706,
BRONX RIVER AVENUE,174 STREET,CROSS BRONX EXPRESSWAY,707,
BRONX RIVER PARKWAY,BRONX RIVER,EAST GUN HILL ROAD,708,
BRONX RIVER PARKWAY,EAST GUN HILL ROAD,BRONX RIVER,709,
BRONX RIVER PARKWAY,236 STREET,237 STREET,710,
BRONX RIVER PARKWAY,EAST 174 STREET,172 STREET,711,
BRONX RIVER PARKWAY,BOSTON ROAD,ENTRANCE,712,
BRONX RIVER PARKWAY,MORRIS PARK AVENUE,BRONXDALE AVENUE,713,
BRONX RIVER PARKWAY,222 STREET,221 STREET,714,
BRONXWOOD AVENUE,EAST 215 STREET,EAST 216 STREET,715,
BRONXWOOD AVENUE,MACE AVENUE,ALLERTON AVENUE,716,
BRONXWOOD AVENUE,EAST 215 STREET,EAST 214 STREET,717,
BRONXWOOD AVENUE,EAST 214 STREET,EAST 215 STREET,718,
BROOK AVENUE,EAST 152 STREET,EAST 153 STREET,719,
BROOK AVENUE,EAST 153 STREET,BERGEN AVENUE,720,
BROOK AVENUE,EAST 152ND STREET,EAST 153RD STREET,721,
BROOKLYN AVE,ST JOHN'S PL,LINCOLN PL,722,
BROOKLYN AVENUE,ST JOHNS PLACE,LINCOLN PLACE,723,
BROOKLYN QUEENS EXPRESSWAY,METROPOLITAN AVENUE,RODNEY STREET,724,
BROOKLYN QUEENS EXPRESSWAY,RICHARDSON STREET,LEONARD STREET,725,
BROOKLYN QUEENS EXPRESSWAY MAIN ROAD,58 LANE,50 AVENUE,726,
BROOKLYN QUEENS EXPRESSWAY SERVICE ROAD,58 LANE,50 AVENUE,727,
BROOKLYN QUEENS EXRESSPWAY,59 STREET,60 STREET,728,
BROOKLYN QUEENS EXRESSPWAY,ADELPHI STREET,CLERMONT AVENUE,729,
BROOME STREET,BROADWAY,CROSBY STREET,730,
BROOME STREET,CROSBY STREET,BROADWAY,731,
BRUCKNER BOULEVARD,CASTLE HILL AVENUE,HAVEMEYER AVENUE,732,
BRUCKNER BOULEVARD,SANDS PLACE,WILKINSON AVENUE,733,
BRUCKNER BOULEVARD,AUSTIN PLACE,TIMPSON PLACE,734,
BRUCKNER BOULEVARD,EAST 156 STREET,LONGWOOD AVENUE,735,
BRUCKNER BOULEVARD,EAST 144 STREET,EAST 149 STREET,736,
BRUCKNER BOULEVARD,TIFFANY STREET,BARRETTO STREET,737,
BRUCKNER BOULEVARD,BRYANT AVENUE,LONGFELLOW AVENUE,738,
BRUCKNER BOULEVARD,ST. ANNS AVENUE,ST. ANNS PLACE,739,
BRUCKNER BOULEVARD,HAVEMEYER AVENUE,CASTLE HILL AVENUE,740,
BRUCKNER BOULEVARD,ARNOW PLACE,SANDS PLACE,741,
BRUCKNER BOULEVARD,HUNTS POINT AVENUE,163 STREET,742,
BRUCKNER EXPRESSWAY,ARNOW PLACE,SANDS PLACE,743,
BRUCKNER EXPRESSWAY,SANDS PLACE,ARNOW PLACE,744,
BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,BRYANT AVENUE,745,
BRUCKNER EXPRESSWAY,OLMSTEAD AVENUE,CASTLE HILL AVENUE,746,
BRUCKNER EXPRESSWAY,LONGFELLOW AVENUE,WHITTIER STREET,747,
BURKE AVENUE,TENBROECK AVENUE,PEARSALL AVENUE,748,
BURKE AVENUE,PEARSALL AVENUE,TENBROECK AVENUE,749,
BURKE AVENUE,YATES AVENUE,DEAD END,750,
BURKE AVENUE,YATES AVENUE,BOUCK AVENUE,751,
BUSHWICK AVENUE,CONWAY STREET,HIGHLAND BOULEVARD,752,
BUSHWICK AVENUE,CEMETERY OF EVERGRNS BOUNDARY,HIGHLAND BOULEVARD,753,
CALDWELL AVENUE,72 STREET,74 STREET,754,
CALDWELL AVENUE,71 STREET,74 STREET,755,
CALHOUN AVENUE,DEWEY AVENUE,CROSS BRONX EXPRESSWAY,756,
CALHOUN AVENUE,SCHLEY AVENUE,DEWEY AVENUE,757,
CALHOUN AVENUE,DEAD END,DEAD END,758,
CALHOUN AVENUE,EAST 177TH STREET,DEWEY AVENUE,759,
CANAL STREET,BROADWAY,CORTLANDT ALLEY,760,
CANAL STREET,MANHATTAN BRIDGE APPROACH,BOWERY,761,
CANAL STREET,LAFAYETTE STREET,CORTLANDT ALLEY,762,
CASTLE HILL AVENUE,CHATTERTON AVENUE,BLACKROCK AVENUE,763,
CASTLETON AVENUE,RECTOR STREET,JEWETT AVENUE,764,
CASTLETON AVENUE,CLOVE ROAD,RECTOR STREET,765,
CASTLETON AVENUE,CLOVER ROAD,RECTOR STREET,766,
CATHERINE STREET,MONROE STREET,CATHERINE SLIP,767,
CATHERINE STREET,CHERRY STREET,MONROE STREET,768,
CATHERINE STREET,DEAD END,CATHERINE SLIP,769,
CATON AVE,E 12TH ST,E 13TH ST,770,
CATON AVE,E 18TH ST,ST PAUL'S PL,771,
CATON AVENUE,WESTMINSTER ROAD,ARGYLE ROAD,772,
CATON AVENUE,EAST 18 STREET,ST PAULS PLACE,773,
CATON AVENUE,EAST 18TH STREET,ST PAULS PLACE,774,
CEDAR AVE,W 179TH ST,W FORDHAM RD,775,
CEDAR AVENUE,WEST 182 STREET,WEST FORDHAM ROAD,776,
CEDAR AVENUE,WEST 179 STREET,WEST FORDHAM ROAD,777,
CEDAR LAWN AVENUE,VIRGINIA STREET,READS LANE,778,
CENTER DRIVE,WEST DRIVE,NETHERMEAD ARCHES,779,
CENTRAL AVE,SAGE ST,VIRGINIA ST,780,
CENTRAL AVE,DOUGHTY BLVD,VIRGINIA ST,781,
CENTRAL AVENUE,VIRGINIA STREET,DOUGHTY BOULEVARD,782,
CENTRAL PARK NORTH,5 AVENUE,LENOX AVENUE,783,
CENTRAL PARK NORTH,FRAWLEY CIRCLE,CENTRAL PARK LENOX AVENUE APPR,784,
CENTRAL PARK SOUTH,6 AVENUE,GRAND ARMY PLAZA,785,
CENTRAL PARK SOUTH,CENTER DRIVE,GRAND ARMY PLAZA,786,
CENTRAL PARK WEST,WEST 61 STREET,COLUMBUS CIRCLE,787,
CENTRAL PARK WEST,WEST 74 STREET,WEST 75 STREET,788,
CENTRAL PARK WEST,100 STREET,97 STREET,789,
CENTRAL PARK WEST,COLUMBUS CIRCLE,WEST 61 STREET,790,
CENTRAL PARK WEST,74 STREET,75 STREET,791,
CENTRAL PARK WEST,8 AVENUE LINE,8 AVENUE LINE,792,
CENTRAL PARK WEST,WEST 61ST STREET,WEST 62ND STREET,793,
CENTRE STREET,DUANE STREET,READE STREET,794,
CENTRE STREET,WORTH STREET,PEARL STREET,795,
CENTRE STREET,LAFAYETTE STREET,DUANE STREET,796,
CHAMBERS STREET,BROADWAY,CENTRE STREET,797,
CHAMBERS STREET,ELK STREET,BROADWAY,798,
CHATHAM SQUARE,MOTT STREET,EAST BROADWAY,799,
CHERRY STREET,CATHERINE SLIP,CATHERINE STREET,800,
CHERRY STREET,CATHERINE SLIP,MARKET STREET,801,
CHERRY STREET,CATHERINE SLIP,DEAD END,802,
CHERRY STREET,MARKET STREET,CATHERINE STREET,803,
CHRYSTIE STREET,2 AVENUE,DELANCEY STREET,804,
CHRYSTIE STREET,STANTON STREET,RIVINGTON STREET,805,
CHRYSTIE STREET,6 AVENUE LINE,6 AVENUE LINE,806,
CHURCH AVE,E 13TH ST,E 14TH ST,807,
CHURCH AVE,E 37TH ST,BROOKLYN AVE,808,
CHURCH AVENUE,EAST 94 STREET,EAST 95 STREET,809,
CHURCH AVENUE,ARGYLE ROAD,RUGBY ROAD,810,
CHURCH AVENUE,BROOKLYN AVENUE,EAST 37 STREET,811,
CHURCH AVENUE,EAST 94TH STREET,EAST 95TH STREET,812,
CHURCH STREET,DUANE STREET,READE STREET,813,
CHURCH STREET,READE STREET,DUANE STREET,814,
CHURCH STREET,THOMAS STREET,DUANE STREET,815,
CHURCH STREET,DUANE ST,READE ST,816,
CHURCH STREET,8 AVENUE LINE,8 AVENUE LINE,817,
CLARENDON ROAD,BROOKLYN AVENUE,EAST 37 STREET,818,
CLARENDON ROAD,BROOKLYN AVENUE,EAST 37TH STREET,819,
CLARKSON AVE,E 37 ST,E 38 ST,820,
CLARKSON AVENUE,NEW YORK AVENUE,EAST 37 STREET,821,
CLARKSON AVENUE,EAST 37 STREET,EAST 38 STREET,822,
CLARKSON AVENUE,DEAD WEND,EAST 37 STREET,823,
CLARKSON AVENUE,DEAD END,EAST 37 STREET,824,
CLASSON AVE,GATES AVE,PUTNAM AVE,825,
CLASSON AVENUE,MONROE STREET,MADISON STREET,826,
CLAY STREET,COMMERCIAL STREET,MANHATTAN AVENUE,827,
CLEARVIEW EXPRESSWAY,38 AVENUE,39 AVENUE,828,
CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,829,
CLEARVIEW EXPRESSWAY SR,38 AVENUE,39 AVENUE,830,
CLEARVIEW EXPRESSWAY SR,39 AVENUE,38 AVENUE,831,
CLINTON STREET,SACKETT STREET,UNION STREET,832,
CLINTON STREET,DELANCEY STREET,RIVINGTON STREET,833,
CLOVE RD,NECKAR AVE,WESER AVE,834,
CLOVE RD,HOWARD AVENUE,LITTLE CLOVE ROAD,835,
CLOVE ROAD,NECKAR AVENUE,WESER AVENUE,836,
CLOVE ROAD,NARROWS ROAD NORTH,STATEN ISLAND EXPRESSWAY,837,
COLLEGE POINT BEOULEVARD,DEAD END,BOTANICAL GARDEN BRIDGE,838,
COLLEGE POINT BOULEVARD,AVERY AVENUE,FOWLER AVENUE,839,
COLLEGE POINT BOULEVARD,34 AVENUE,35 AVENUE,840,
COLLEGE POINT BOULEVARD,BOOTH MEMORIAL AVENUE,LAWRENCE STREET,841,
COLLEGE POINT BOULEVARD,NORTHERN BOULEVARD,35 AVENUE,842,
COLLEGE POINT BOULEVARD,KING ROAD,36 ROAD,843,
COLLEGE POINT BOULEVARD,BLOSSOM AVENUE,BOTANICAL GARDEN BRIDGE,844,
COLLEGE POINT BOULEVARD,DEAD END,BOTANICAL GRDN BRIDGE,845,
COLONIAL RD,67TH ST,SENATOR ST,846,
COLONIAL ROAD,WAKEMAN PLACE,68 STREET,847,
COLONIAL ROAD,67 STREET,SENATOR STREET,848,
COLUMBIA STREET,DE GRAW STREET,KANE STREET,849,
COLUMBIA STREET,KANE STREET,IRVING STREET,850,
COLUMBUS AVE,WEST 103 ST,WEST 100 ST,851,
COLUMBUS AVENUE,WEST 61 STREET,WEST 62 STREET,852,
COLUMBUS AVENUE,WEST 73 STREET,WEST 74 STREET,853,
COLUMBUS AVENUE,WEST 100 STREET,WEST 101 STREET,854,
COLUMBUS AVENUE,DEAD END,DEAD END,855,
COLUMBUS AVENUE,WEST 73RD STREET,WEST 74RD STREET,856,
COLUMBUS CIRCLE,BROADWAY,8 AVENUE,857,
COLUMBUS CIRCLE EB,CENTRAL PARK SOUTH,BROADWAY,858,
COLUMBUS CIRCLE NB,CENTRAL PARK SOUTH,BROADWAY,859,
COMMERCIAL ST,CLAY ST,BOX ST,860,
COMMERCIAL STREET,CLAY STREET,BOX STREET,861,
COMMONWEALTH BOULEVARD,86 AVENUE,86 ROAD,862,
COMMONWEALTH BOULEVARD,86 AVENUE,85 ROAD,863,
COMMONWEALTH BOULEVARD,85 ROAD,86 AVENUE,864,
CONCOURSE VILLAGE WEST,EAST 156 STREET,EAST 156 STREET,865,
CONEY ISLAND AVE,AVE S,AVE T,866,
CONEY ISLAND AVE,CATON AVE,CHURCH AVE,867,
CONEY ISLAND AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,868,
CONEY ISLAND AVENUE,HOMECREST COURT,AVENUE T,869,
CONEY ISLAND AVENUE,PARKVILLE AVENUE,FOSTER AVENUE,870,
CONEY ISLAND AVENUE,FRIEL PLACE,CHURCH AVENUE,871,
CONNER STREET,HOLLERS AVENUE,BOSTON ROAD,872,
COOPER AVE,DEAD END,14 ST/ CANARSIE LINE,873,
COOPER AVENUE,WYCKOFF AVENUE,ST FELIX AVENUE,874,
COOPER AVENUE,76 STREET,78 STREET,875,
COOPER AVENUE,83 STREET,84 STREET,876,
COOPER AVENUE,ST FELIX AVENUE,WYCKOFF AVENUE,877,
COOPER AVENUE,WYCKOFF AVENUE,IRVING AVENUE,878,
COOPER AVENUE,79TH STREET,78TH STREET,879,
CORONA AVE,94 ST,JUNCTION BLVD,880,
CORONA AVENUE,ALSTYNE AVENUE,94 STREET,881,
CORONA AVENUE,92 STREET,93 STREET,882,
CORONA AVENUE,94 STREET,JUNCTION BOULEVARD,883,
CORTELYOU ROAD,EAST 11 STREET,EAST 12 STREET,884,
CORTELYOU ROAD,STRATFORD ROAD,WESTMINSTER ROAD,885,
CORTLANDT ALLEY,WALKER STREET,WHITE STREET,886,
